SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
lobist	0	1	0	0	0	0	0	0	0	0
reženj	0	0	0	0	0	0	0	0	0	0
lokalen	0	0	0	0	0	0	0	0	0	0
prizorišče	0	0	0	0	0	0	0	0	0	0
okolica, predel	0	0	0	0	0	0	0	0	0	0
lokalizacija	0	0	0	0	0	0	0	0	0	0
lokalizirati	0	0	0	1	0	0	0	0	0	0
najti, odkriti	0	0	0	0	0	0	0	0	0	0
lokacija	0	0	0	0	0	0	0	0	0	0
jezero, fjord	0	0	0	0	0	0	0	0	0	0
zakleniti, zaklepati	0	0	0	0	0	0	0	0	0	0
omarica	0	0	0	0	0	0	0	0	0	0
ključavničar	0	0	0	0	0	0	0	0	0	0
zapor	0	1	0	0	0	1	0	1	0	0
gibanje, premikanje	0	0	0	0	0	0	0	0	0	0
lokomotiva	0	0	0	0	0	0	0	0	0	0
kobilica	0	1	0	0	0	1	0	0	0	0
hišica, koča	0	0	0	0	0	0	0	0	0	0
podnajemnik	0	0	0	0	0	0	0	0	0	0
nastanitev	0	0	0	0	0	0	0	0	0	1
loft, mansarda	0	0	0	0	0	0	0	0	0	0
nadut, ošaben	0	1	0	0	0	0	0	0	0	0
hlod, beležiti	0	0	0	0	0	0	0	0	0	0
logaritem	0	0	0	0	0	0	0	0	0	0
logaritmičen	0	0	0	0	0	0	0	0	0	0
logika	0	0	0	0	0	0	0	0	0	0
logičen	1	0	0	0	0	0	0	0	0	0
logistika	0	0	0	0	0	0	0	0	0	0
logotip	0	0	0	0	0	0	0	0	0	0
ledja	0	0	0	0	0	0	0	0	0	0
lizika	0	0	0	0	0	0	0	0	0	0
sam, edini	0	0	0	0	0	0	0	1	0	0
osamljenost, samota	0	1	0	0	0	1	0	1	0	0
osamljen	0	1	1	0	1	1	0	1	0	0
samoten	0	1	0	0	0	0	0	1	0	0
dolg	0	0	0	1	0	0	0	0	0	0
dolgoživost	1	0	0	0	0	0	0	0	0	0
hrepenenje	0	0	0	1	0	0	0	1	0	0
dolžina	0	0	0	0	0	0	0	0	0	0
vzdolžen	0	0	0	0	0	0	0	0	0	0
longitudinalen	0	0	0	0	0	0	0	0	0	0
vece, stranišče	0	1	0	0	1	0	0	0	0	0
opazovalnica, stražar	0	0	0	0	0	0	0	0	0	0
grozizi, pretiti	0	1	0	1	0	1	0	0	0	0
grožnja	0	0	0	0	0	0	0	0	0	0
brezdelen	0	1	0	0	1	0	0	0	0	0
norec, čudak	0	1	0	0	0	0	0	0	0	0
zanka, pentlja	0	0	0	0	0	0	0	0	0	0
luknja, vrzel	0	0	0	0	0	0	0	0	0	0
popustiti	0	0	0	0	0	0	0	0	0	0
sproščanje	0	0	0	0	0	0	0	0	0	0
plen, ropanje	0	1	0	0	0	0	0	0	0	0
viseti, obrezek	0	0	0	0	0	0	0	0	0	0
poševen, kriv	0	0	0	0	0	0	0	0	0	0
gospod	1	1	0	0	1	0	0	0	0	1
gospod	0	0	0	0	0	0	0	0	0	0
oblast	1	0	0	0	0	0	0	0	0	0
izročilo	0	0	0	0	0	0	0	0	0	0
tovornjak	0	0	0	0	0	0	0	0	0	0
izgubiti	0	1	1	0	1	1	0	1	1	0
poražen, izgubljanje	0	1	1	0	0	0	0	1	0	0
izguba	0	1	1	0	0	1	0	1	0	0
izgubljen	0	1	0	0	0	0	0	1	0	0
veliko, skupina	0	0	0	0	0	0	0	0	0	0
losjon	0	0	0	0	0	0	0	0	0	0
ogromen	0	0	0	0	0	0	0	0	0	0
loterija	0	0	0	1	0	0	0	0	0	0
loto	0	0	0	0	0	0	0	0	0	0
glasen	0	0	0	0	0	0	0	0	0	0
hrupen, vsiljiv	0	0	0	0	0	0	0	0	0	0
glasnost	0	1	1	0	0	0	0	0	0	0
lenarjenje	0	1	0	0	0	0	0	0	0	0
uš	0	1	0	0	1	0	0	0	0	0
ljubek	1	0	0	0	0	0	1	0	0	1
ljubezen	1	0	0	0	0	0	1	0	0	0
lep, ljubek	1	0	0	1	0	0	1	1	1	1
ljubljenje	1	0	0	0	0	0	1	0	0	1
ljubimec	1	0	0	1	0	0	1	0	0	1
ljubeč	1	0	0	0	0	0	1	0	0	1
nižji	0	1	0	0	0	0	0	1	0	0
nižanje	0	1	0	0	0	0	0	0	0	0
najnižji, zadnji	0	1	0	0	0	0	0	1	0	0
nižina	0	1	0	0	0	0	0	0	0	0
skromen, podrejen	0	1	0	0	0	0	0	1	0	0
zvest	1	0	0	0	0	1	1	0	1	1
zvestoba	1	0	0	0	0	0	0	0	0	1
mazati	0	0	0	0	0	0	0	0	0	0
mazanje	0	0	0	0	0	0	0	0	0	0
sreča	1	0	0	1	0	0	1	0	1	0
srečen	1	0	0	0	0	0	1	0	1	0
nor, neumen	0	1	0	0	0	0	0	0	0	0
držalo	0	0	0	0	0	0	0	0	0	0
prtljaga	0	0	0	0	0	0	0	0	0	0
zatišje	0	0	0	1	0	0	0	0	0	0
uspavanka	0	0	0	0	0	0	0	0	0	0
ledven	0	0	0	0	0	0	0	0	0	0
ropotati, les	0	0	0	0	0	0	0	0	0	0
nespreten, težek	0	1	0	0	0	0	0	0	0	0
luminiscenčen	0	0	0	0	0	0	0	0	0	0
bleščeč, žareč	0	0	0	0	0	0	0	0	0	0
neumnež	0	1	0	0	0	0	0	0	0	0
grudičast	0	1	0	0	1	0	0	0	0	0
blaznost	0	1	1	0	1	1	0	1	0	0
lunaren	0	0	0	0	0	0	0	0	0	0
blaznež, nor	0	1	1	0	1	1	0	0	0	0
kosilo	0	0	0	0	0	0	0	0	0	0
kosilo	0	0	0	0	0	0	0	0	0	0
planiti	0	0	0	0	0	0	0	0	1	0
pljuča	0	0	0	0	0	0	0	0	0	0
opotekati se	0	1	0	0	0	0	0	0	0	0
premamiti, zapeljati, zvabiti	0	1	0	0	0	0	0	0	0	0
umazan	0	1	0	0	1	0	0	0	0	0
prežati	0	1	0	0	0	0	0	0	0	0
prežeč, prežanje	0	1	0	0	0	0	0	0	0	0
slasten, opojen	1	0	0	1	0	0	1	0	0	0
pijandura	0	1	0	0	1	0	0	1	0	0
poželenje, sla	0	1	0	1	0	0	0	0	0	0
sijaj	1	0	0	0	0	0	1	0	0	0
poželjiv	0	1	0	0	0	0	0	0	0	0
bleščeč	1	0	0	0	0	0	0	0	0	0
poželjiv	0	0	0	0	1	0	0	0	0	0
lutnja	0	0	0	0	0	0	0	0	0	0
razkošen	1	0	0	0	0	0	0	0	0	0
razkošen	1	0	0	0	0	0	1	0	0	0
razkošje	1	0	0	0	0	0	1	0	0	0
laganje, lažeč	0	1	1	0	1	0	0	0	0	0
limfa	0	0	0	0	0	0	0	0	0	0
limfen	0	0	0	0	0	0	0	0	0	0
linčati	0	1	1	0	1	1	0	1	0	0
ris	0	0	0	0	0	0	0	0	0	0
lira	1	0	0	0	0	0	1	0	0	0
lirika	0	0	0	0	0	0	0	0	0	0
lirski	1	0	0	0	0	0	1	0	0	0
žezlo, kij	0	1	0	0	0	1	0	0	0	0
stroj	0	0	0	0	0	0	0	0	0	1
stroj	0	0	0	0	0	0	0	0	0	0
strojnik	0	0	0	0	0	0	0	0	0	0
skuša	0	0	0	0	0	0	0	0	0	0
zmešan, jezen	0	1	1	0	1	1	0	1	0	0
gospa	0	0	0	0	0	0	0	0	0	0
madam	0	0	0	0	0	0	0	0	0	0
jeziti	0	1	1	0	0	1	0	0	0	0
norec, blaznež	0	1	1	0	0	1	0	0	0	0
norost	0	1	1	0	0	1	0	0	0	0
mafija	0	1	0	0	0	1	0	0	0	0
revija, skladišče	0	0	0	0	0	0	0	0	0	0
mag, svečenik, vedež	0	0	0	0	0	1	0	0	0	0
magenta	0	0	0	0	0	0	0	0	0	0
ličinka, črv	0	1	0	0	1	0	0	0	0	0
magija, čarovništvo, čarovnija	0	0	0	0	0	0	0	0	0	0
čaroben	1	0	0	1	0	0	1	0	1	0
čarovnik	0	0	0	0	0	0	0	0	1	0
sodnik	0	0	0	0	0	0	0	0	0	0
magma	0	0	0	0	0	0	0	0	0	0
magnat, mogotec	0	0	0	0	0	0	0	0	0	0
magnet	1	0	0	0	0	0	0	0	0	1
magnetizem	1	0	0	0	0	0	0	0	0	0
magnetit	1	0	0	0	0	0	0	0	0	0
veličastnost	1	0	0	1	0	0	1	0	0	1
veličasten	1	0	0	1	0	0	1	0	1	1
povečevalen, povečevalnik	0	0	0	0	0	0	0	0	0	0
povečati	0	0	0	0	0	0	0	0	0	0
velikost, jakost	0	0	0	0	0	0	0	0	0	0
sraka	0	0	0	0	0	0	0	0	0	0
služkinja, služkinja	0	0	0	0	0	0	0	0	0	0
devica, dekle	1	0	0	0	0	0	0	0	0	0
pošta	0	0	0	1	0	0	0	0	0	0
glaven	1	0	0	0	0	0	0	0	0	0
kopno	0	0	0	0	0	0	0	0	0	0
temelj	1	0	0	0	0	0	0	0	0	1
vzdrževanje	0	0	0	0	0	0	0	0	0	1
mogočen	1	0	0	1	0	0	1	0	1	1
veličanstvo	1	0	0	0	0	0	0	0	0	1
čin	1	0	0	0	0	0	0	0	0	0
večina	1	0	0	0	0	0	1	0	0	1
narediti	0	0	0	0	0	0	0	0	0	0
ustvarjalec	0	0	0	0	0	0	0	0	0	0
začasen, zasilen	0	1	0	0	0	0	0	0	0	0
ličila, narava, značaj	0	0	0	0	0	0	0	0	0	0
tegoba	0	1	0	0	0	0	0	0	0	0
neugodje	0	1	0	0	0	0	0	1	0	0
malarija	0	1	0	0	1	1	0	1	0	0
moški	0	0	0	0	0	0	0	0	0	0
zlonameren	0	1	1	0	1	1	0	1	0	0
zloraba	0	1	0	0	1	0	0	0	0	0
deformacija	0	1	0	0	0	0	0	0	0	0
zloba	0	1	1	0	0	1	0	0	0	0
škodoželjen	0	1	1	0	1	1	0	1	0	0
usoden, zlovešč	0	1	1	0	1	0	0	0	0	0
malignost, pogubnost	0	1	0	0	0	1	0	1	0	0
maligen, zločest	0	1	1	0	0	1	0	0	0	0
nakupovalni center, nakupovalno središče	0	0	0	0	0	0	0	0	0	0
koven, gnetljiv	0	0	0	0	0	0	0	0	0	0
kladivo, palica	0	0	0	0	0	0	0	0	0	0
malomarnost, napaka	0	1	1	0	0	0	0	0	0	0
mama, mati	0	0	0	0	0	0	0	0	0	1
sesalec	0	0	0	0	0	0	0	0	0	0
mamut	0	0	0	0	0	0	0	0	0	0
človek	0	0	0	0	0	0	0	0	0	0
upravljati	1	0	0	0	0	0	0	0	0	1
vodstvo	1	0	0	0	0	0	0	0	0	1
manager	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	1	0	0	0	0
mandarina	1	0	0	0	0	0	0	0	0	1
mandat	0	0	0	0	0	0	0	0	0	0
čeljust	0	0	0	0	0	0	0	0	0	0
mandolin	0	0	0	0	0	0	0	0	0	0
dročnik	0	0	0	0	0	0	0	0	0	0
griva	0	0	0	0	0	0	0	0	0	0
manever	0	0	0	0	0	0	0	0	0	0
manevrski	0	0	0	0	0	0	0	0	0	0
garje	0	1	0	0	1	1	0	0	0	0
korito, jasli	0	0	0	0	0	0	0	0	0	0
iznakaziti, maličiti	0	1	1	0	1	1	0	1	0	0
mango	0	0	0	0	0	0	0	0	0	0
mangosten	0	0	0	0	0	0	0	0	0	0
moškost	1	0	0	0	0	0	0	0	0	0
manija	0	1	0	0	0	0	0	0	0	0
manijak	0	1	1	0	0	1	0	0	0	0
fanatičen	0	1	0	0	0	0	0	0	0	0
manikira	0	0	0	0	0	0	0	0	0	0
manifest, kazati	0	0	0	0	0	0	0	0	0	0
manifestacija	0	0	0	0	0	1	0	0	0	0
pokazan	1	0	0	0	0	0	0	0	0	0
očiten	0	0	0	0	0	0	0	0	0	0
program	0	0	0	0	0	0	0	0	0	0
raznolik, zbiralnik	0	0	0	0	0	0	0	0	0	0
manipulirati	0	1	0	0	0	0	0	0	0	0
manipulacija	0	1	1	0	0	1	0	0	0	0
človeštvo	0	0	0	0	0	0	0	0	0	0
moški	1	0	0	0	0	0	0	0	0	0
mana	1	0	0	0	0	0	0	0	0	0
način, vedenje	0	0	0	0	0	0	0	0	0	0
vzgojen	1	0	0	0	0	0	0	0	0	0
vedenje	1	0	0	0	0	0	0	0	0	0
dvorec	0	0	0	0	0	0	0	0	0	0
graščina	0	0	0	0	0	0	0	0	0	0
umor	0	1	1	0	1	1	0	1	1	0
plašč	0	0	0	0	0	0	0	0	0	0
priročnik	0	0	0	0	0	0	0	0	0	1
izdelati, proizvodnja, izdelava	0	0	0	0	0	0	0	0	0	0
proizvajalec	1	0	0	0	0	0	0	0	0	0
gnoj	0	1	0	0	1	0	0	0	0	0
rokopis	0	0	0	0	0	0	0	0	0	0
zemljevid	0	0	0	0	0	0	0	0	0	0
kvariti	0	1	0	0	0	0	0	0	0	0
marmor	0	0	0	0	0	0	0	0	0	0
marmoren	0	0	0	0	0	0	0	0	0	0
frnikola	0	0	0	0	0	0	0	0	0	0
povorka	1	0	0	0	0	0	0	0	0	0
kobila, oslica	0	0	0	0	0	0	0	0	0	0
prednost	0	1	0	0	0	0	0	1	0	0
obroben	0	0	0	0	0	0	0	0	0	0
marihuana	0	0	0	0	0	0	0	0	0	0
morski	0	0	0	0	0	0	0	0	0	1
mornar, pomorščak	0	0	0	0	0	0	0	0	0	0
pomorski	0	0	0	0	0	0	0	0	0	0
označiti, oznaka	0	0	0	0	0	0	0	0	0	0
razločen	1	0	0	0	0	0	0	0	0	0
trg	0	0	0	0	0	0	0	0	0	0
tržen	1	0	0	0	0	0	0	0	0	0
tržnica	0	0	0	0	0	0	0	0	0	0
znamenje	0	0	0	0	0	0	0	0	0	0
lapor	0	0	0	0	0	0	0	0	0	0
marmelada	0	0	0	0	0	0	0	0	0	0
obtičati, zapustiti	0	1	0	0	0	0	0	0	0	0
šotor, markiza	0	0	0	0	0	0	0	0	0	0
markiz	1	0	0	0	0	0	0	0	0	0
poroka	1	0	0	1	0	0	1	0	0	1
poročen	0	0	0	0	0	0	0	0	0	0
buča	1	0	0	0	0	0	1	0	0	1
poročiti	1	0	0	1	0	1	1	0	1	1
močvirje	0	0	0	0	0	0	0	0	0	0
maršal	1	0	0	0	0	0	0	0	0	1
market	0	0	0	0	0	0	0	0	0	0
vojen	0	0	1	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
mučenik	0	1	0	0	0	1	0	1	0	0
mučeništvo	0	1	0	0	0	1	0	1	0	0
čudo	1	0	0	0	0	0	0	0	1	0
čudovit	1	0	0	0	0	0	1	0	0	0
čudovito	1	0	0	0	0	0	1	0	0	0
moški	1	0	0	0	0	0	0	0	0	0
moškost	0	0	0	0	0	0	0	0	0	0
pire, drozga, zmlinčiti	0	0	0	0	0	0	0	0	0	0
maska	0	0	0	0	0	0	0	0	0	0
mazohizem	0	1	1	0	1	1	0	0	0	0
kamnosek, zidar	0	0	0	0	0	0	0	0	0	0
maškarada	0	0	0	0	0	0	0	0	0	0
masa	0	0	0	0	0	0	0	0	0	0
pokol	0	1	1	0	1	1	0	1	0	0
masaža	1	0	0	0	0	0	1	0	0	0
ogromen	0	0	0	0	0	0	0	0	0	0
mojster	1	0	0	0	0	0	0	0	0	0
idejni vodja, voditi	0	0	0	0	0	0	0	0	0	0
mojstrovina	1	0	0	0	0	0	1	0	0	0
oblast	1	0	1	0	0	0	1	0	0	1
masturbirati	0	0	0	0	0	0	0	0	0	0
masturbacija	0	0	0	0	0	0	0	0	0	0
predpražnik	0	0	0	0	0	0	0	0	0	0
tekma, vžigalica, par	0	0	0	0	0	0	0	0	0	0
ujemanje	0	0	0	0	0	0	0	0	0	0
ženitni posrednik	0	0	0	1	0	0	0	0	0	0
prijatelj, kolega	1	0	0	0	0	0	0	0	0	1
material	0	0	0	0	0	0	0	0	0	0
materializem	0	1	0	0	0	0	0	0	0	0
materialist	0	1	0	0	1	0	0	0	0	0
materialističen	0	0	0	0	0	0	0	0	0	0
materialnost	0	0	0	0	0	0	0	0	0	0
uresničiti	0	0	0	0	0	0	0	0	0	0
gmoten, oprijemljiv	0	0	0	0	0	0	0	0	0	0
snov, surovina	0	0	0	0	0	0	0	0	0	0
materija	0	0	0	0	0	0	0	0	0	0
materin, materinski	1	1	0	1	0	0	0	0	0	0
materinstvo	0	0	0	0	0	0	0	0	0	0
matematičen	0	0	0	0	0	0	0	0	0	1
matematik	0	0	0	0	0	0	0	0	0	0
matematika	0	0	0	0	0	0	0	0	0	0
vpis	0	0	0	0	0	0	0	0	0	0
zakon	1	0	0	1	0	0	1	0	0	1
matrika	0	0	0	0	0	0	0	0	0	0
matrona, paznica	1	0	0	0	0	0	0	0	0	1
prepleten	0	0	0	0	0	0	0	0	0	0
zadeva	0	0	0	0	0	0	0	0	0	0
pletenjača	0	0	0	0	0	0	0	0	0	0
žimnica	0	0	0	0	0	0	0	0	0	0
zorenje	0	0	0	0	0	0	0	0	0	0
zrelost	0	0	0	0	0	0	0	0	0	0
mavzolej	0	0	0	0	0	0	0	1	0	0
slezenast	0	0	0	0	0	0	0	0	0	0
maksima	0	0	0	0	0	0	0	0	0	1
maksimalen, največji	1	0	0	0	0	0	0	0	0	0
župan	1	0	0	0	0	0	0	0	0	0
labirint, blodnjak	0	0	0	0	0	0	0	0	0	0
livada	0	0	0	0	0	0	0	0	0	0
travnik, trata	1	0	0	0	0	0	0	0	0	0
obrok	0	0	0	0	0	0	0	0	0	0
ovinek, vandrati	0	0	0	0	0	0	0	0	0	0
dolgovezenje	0	1	0	0	0	0	0	0	0	0
pomen	0	0	0	0	0	0	0	0	0	0
brezpomenski, nepomemben	0	1	0	0	0	0	0	1	0	0
sredstvo	0	0	0	0	0	0	0	0	0	0
medtem	0	0	0	0	0	0	0	0	0	0
ošpice, rdečke	0	1	0	0	1	1	0	1	0	0
izmerljiv	0	0	0	0	0	0	0	0	0	0
ukrep	0	0	0	0	0	0	0	0	0	1
premišljen	1	0	0	0	0	0	0	0	0	1
merjenje, meritev	0	0	0	0	0	0	0	0	0	0
meriti	0	0	0	0	0	0	0	0	0	0
meso	0	0	0	0	0	0	0	0	0	0
mehanik	0	0	0	0	0	0	0	0	0	0
mehanski	0	0	0	0	0	0	0	0	0	0
mehanizem	0	0	0	0	0	0	0	0	0	0
medalija	1	0	0	1	0	0	1	0	1	1
medaljon	0	0	0	0	0	0	0	0	0	0
nagrajenec	0	0	0	0	0	0	0	0	0	0
vmešati se	0	1	1	0	0	0	0	0	0	0
vmešavanje	0	0	0	0	0	0	0	0	0	0
medij	0	0	0	0	0	0	0	0	0	0
srednji	0	0	0	0	0	0	0	0	0	0
mediana	0	0	0	0	0	0	0	0	0	0
posredovati	1	0	0	1	0	0	0	0	0	1
mediacija	1	0	0	0	0	0	0	0	0	0
mediator	1	0	0	1	0	0	0	0	0	1
zdravstven, zdravniški	1	0	0	1	0	1	0	0	0	1
zdravilen	0	0	0	0	0	0	0	0	0	0
zdravilo	0	0	0	0	0	0	0	0	0	0
srednjeveški	0	0	0	0	0	0	0	0	0	0
povprečen	0	1	0	0	0	0	0	0	0	0
povprečnost	0	1	0	0	0	0	0	0	0	0
meditirati	1	0	0	1	0	0	1	0	0	1
meditacija	0	0	0	0	0	0	0	0	0	0
meditativen	0	0	0	0	0	0	0	0	0	0
mediteranski, sredozemski	1	0	0	0	0	0	0	0	0	0
povprečen, posrednik	0	0	0	0	0	0	0	0	0	0
venček	1	0	0	0	0	0	0	0	0	0
krotek	0	0	0	0	0	0	0	1	0	0
srečati	0	0	0	0	0	0	0	0	0	0
srečanje	0	0	0	0	0	0	0	0	0	0
melanholičen	0	1	0	0	0	0	0	1	0	0
melanholija	0	1	0	0	0	0	0	1	0	0
prerivanje, pretep	0	1	0	0	0	1	0	0	0	0
melodičen	0	0	0	0	0	0	0	0	0	0
melodrama	0	1	1	0	0	0	0	1	0	0
melodramatičen	0	0	0	0	0	0	0	0	0	0
melodija	0	0	0	0	0	0	0	0	0	0
taliti	0	0	0	0	0	0	0	0	0	0
kriza	0	1	0	0	0	0	0	1	0	0
taljenje	0	0	0	0	0	0	0	0	0	0
član	0	0	0	0	0	0	0	0	0	0
membrana	0	0	0	0	0	0	0	0	0	0
memento	1	0	0	0	0	0	0	0	0	0
opomnik	0	0	0	0	0	0	0	0	0	0
memoari, spomin	0	0	0	0	0	0	0	0	0	0
spomini	0	0	0	0	0	0	0	0	0	0
nepozaben	1	0	0	0	0	0	1	0	1	1
memorandum	0	0	0	0	0	0	0	0	0	0
spomenik, spomenica	0	0	0	0	0	0	0	0	0	0
spomenica	0	0	0	0	0	0	0	1	0	0
zapomniti	0	0	0	0	0	0	0	0	0	0
spomin	0	0	0	0	0	0	0	0	0	0
grožnja	0	1	1	0	0	1	0	0	0	0
grozeč	0	1	1	0	0	1	0	0	0	0
zverinjak	0	0	0	0	0	0	0	0	0	0
popraviti	0	0	0	0	0	0	0	0	0	0
krpanje, popravljanje	1	0	0	0	0	0	0	0	0	0
ponižen, hlapčevski	0	1	0	0	0	0	0	0	0	0
meniskus	0	0	0	0	0	0	0	0	0	0
menstruacija	1	0	0	0	0	0	0	0	0	0
menstrualen, menstruacijski	0	0	0	0	0	0	0	0	0	0
duševen, mentalen	0	0	0	0	0	0	0	0	0	0
omemba	0	0	0	0	0	0	0	0	0	0
mentor	1	0	0	0	0	0	0	0	0	1
jedilnik, meni	0	0	0	0	0	0	0	0	0	0
mijav, mijavkati	0	0	0	0	0	0	0	0	0	0
trgovski	0	0	0	0	0	0	0	0	0	0
plačanec	0	1	0	0	0	1	0	0	0	0
trgovati, tržiti, blago	0	0	0	0	0	0	0	0	0	0
trgovec	0	0	0	0	0	0	0	0	0	1
milosten, prizanesljiv	1	0	0	0	0	0	0	0	0	0
neusmiljen, krut	0	1	0	0	0	1	0	0	0	0
živosrebrn	0	0	0	0	0	0	0	0	0	0
milost	1	0	0	0	0	0	0	0	0	0
samo, le	0	0	0	0	0	0	0	0	0	0
združitev	1	0	0	1	0	0	0	0	0	0
poldnevnik	0	0	0	0	0	0	0	0	0	0
poldnevniški	0	0	0	0	0	0	0	0	0	0
zasluga	1	0	0	0	0	0	0	0	0	1
zaslužen, pohvalen	1	0	0	0	0	0	1	0	0	1
sirena	0	0	0	0	0	0	0	0	0	0
veselje	1	0	0	0	0	0	1	0	1	0
vesel	1	0	0	0	0	0	1	0	0	0
grič	0	0	0	0	0	0	0	0	0	0
luknjica, zanka	0	0	0	0	0	0	0	0	0	0
mreža	0	0	0	0	0	0	0	0	0	0
očaran	0	0	0	0	0	0	0	0	0	0
nered	0	1	0	0	1	0	0	0	0	0
sporočilo	0	0	0	0	0	0	0	0	0	0
sel, kurir	0	0	0	0	0	0	0	0	0	1
neurejen	0	1	0	0	1	0	0	0	0	0
metabolizem	0	0	0	0	0	0	0	0	0	0
kovinski	0	0	0	0	0	0	0	0	0	0
metalurgija	0	0	0	0	0	0	0	0	0	0
metamorfoza	0	0	0	0	0	0	0	0	0	0
metafora	0	0	0	0	0	0	0	0	0	0
metaforičen	0	0	0	0	0	0	0	0	0	0
metafizičen	0	0	0	0	0	0	0	0	0	0
metafizika	0	0	0	0	0	0	0	0	0	0
metastaza	0	1	0	0	0	0	0	0	0	0
meteor	0	0	0	0	0	0	0	0	0	0
meteoričen	0	0	0	0	0	0	0	0	0	0
meteorit	0	0	0	0	0	0	0	0	0	0
meteorološki	0	0	0	0	0	0	0	0	0	0
meteorologija	0	0	0	0	0	0	0	0	0	0
meter	0	0	0	0	0	0	0	0	0	0
metanol	0	1	0	0	0	0	0	0	0	0
metoda	0	0	0	0	0	0	0	0	0	0
metodičen	0	0	0	0	0	0	0	0	0	0
natančen	0	0	0	0	0	0	0	0	0	0
merski	0	0	0	0	0	0	0	0	0	0
metričen	0	0	0	0	0	0	0	0	0	0
meroslovje, metrologija	0	0	0	0	0	0	0	0	0	0
metropola	0	0	0	0	0	0	0	0	0	0
metropolitanski	1	0	0	0	0	0	0	0	0	0
vnema, odločnost	1	0	0	0	0	0	0	0	0	0
mijavkanje, mijavkati	0	0	0	0	0	0	0	0	0	0
sljuda	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
mikrob	0	0	0	0	0	0	0	0	0	0
mikrobiologija	0	0	0	0	0	0	0	0	0	0
mikrokozmos	0	0	0	0	0	0	0	0	0	0
mikrogram	0	0	0	0	0	0	0	0	0	0
mikrometer	0	0	0	0	0	0	0	0	0	0
mikron	0	0	0	0	0	0	0	0	0	0
mikrofon	0	0	0	0	0	0	0	0	0	0
mikroskop	0	0	0	0	0	0	0	0	0	1
mikroskopski	0	0	0	0	0	0	0	0	0	0
drobcen	0	0	0	0	0	0	0	0	0	0
mikroskopija	1	0	0	0	0	0	0	0	0	0
sredi	0	0	0	0	0	0	0	0	0	0
poldan, opoldne	0	0	0	0	0	0	0	0	0	0
sredina, srednji	0	0	0	0	0	0	0	0	0	0
posrednik, mediator	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
polnoč, opolnoči	0	0	0	0	0	0	0	0	0	0
sredi	0	0	0	0	0	0	0	0	0	0
poletje, kres	0	0	0	0	0	0	0	0	0	0
na sredini	0	0	0	0	0	0	0	0	0	0
babica	1	1	0	1	0	0	1	0	0	1
babištvo	1	0	0	0	0	0	0	0	0	0
izraz, drža	0	0	0	0	0	0	0	0	0	0
mogočen	1	0	1	0	0	1	1	0	0	1
migrirati	0	0	0	0	0	0	0	0	0	0
migracija	0	0	0	0	0	0	0	0	0	0
migracijski	0	0	0	0	0	0	0	0	0	0
mikrofon	0	0	0	0	0	0	0	0	0	0
plesen	0	1	0	0	1	0	0	0	0	0
milja	0	0	0	0	0	0	0	0	0	0
kilometrina	0	0	0	0	0	0	0	0	0	0
mejnik	0	0	0	0	0	0	0	0	0	0
bojevit, bojevnik	0	0	0	0	0	0	0	0	0	0
vojska	0	0	0	0	0	1	0	0	0	0
milica	0	1	1	0	0	1	0	1	0	0
mleko	0	0	0	0	0	0	0	0	0	0
mlečen	0	0	0	0	0	0	0	0	0	0
mlin	0	0	0	1	0	0	0	0	0	0
tisočletje	0	0	0	0	0	0	0	0	0	0
miligram	0	0	0	0	0	0	0	0	0	0
milimeter	0	0	0	0	0	0	0	0	0	0
milijon	0	0	0	0	0	0	0	0	0	0
milijonar	0	0	0	0	0	0	0	0	0	0
pantomima, pantomimik	1	0	0	0	0	0	0	0	0	0
mimik, posnemati, oponašati	0	0	0	0	0	0	0	0	0	0
oponašanje, imitacija	0	0	0	0	0	0	0	0	0	0
posnemanje	0	1	0	0	0	0	0	0	1	0
um	0	0	0	0	0	0	0	0	0	0
navdušen, razpoložen	0	0	0	0	0	0	0	0	0	0
pozoren	1	0	0	0	0	0	0	0	0	0
pozornost	1	0	0	0	0	0	0	0	0	0
moj	0	0	0	0	0	0	0	0	0	0
rudar	0	0	0	0	0	0	0	0	0	0
mineral	0	0	0	0	0	0	0	0	0	0
mineralogija	0	0	0	0	0	0	0	0	0	0
mešati	0	0	0	0	0	0	0	0	0	0
pomešan	0	0	0	0	0	0	0	0	0	0
miniatura, miniaturen	0	0	0	0	0	0	0	0	0	0
minibus	0	0	0	0	0	0	0	0	0	0
polovinka	0	0	0	0	0	0	0	0	0	0
zmanjšati	0	1	0	0	0	0	0	0	0	0
najmanj	0	1	0	0	0	0	0	0	0	0
minister	0	0	0	0	0	0	0	0	0	0
ministrski, vladen	0	0	0	0	0	0	0	0	0	0
ministrstvo, mandat	1	0	0	0	0	0	1	0	0	1
minivan	0	0	0	0	0	0	0	0	0	0
majhna riba	0	0	0	0	0	0	0	0	0	0
manjši	0	0	0	0	0	0	0	0	0	0
manjšina	0	1	0	0	0	0	0	0	0	0
