"English (en)...1"	"German (de)"	"Slovenian (sl)"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"nightmare"	"Albtraum"	"nočna mora"	0	1	0	0	0	1	0	0	0	0
"nihilism"	"Nihilismus"	"nihilizem"	0	1	0	0	0	0	0	0	0	0
"nil"	"Null"	"nič"	0	0	0	0	0	0	0	0	0	0
"nimble"	"flink"	"Spretno"	0	0	0	0	0	0	0	0	0	0
"ninety"	"neunzig"	"devetdeset"	0	0	0	0	0	0	0	0	0	0
"ninth"	"neunte"	"deveti"	0	0	0	0	0	0	0	0	0	0
"nip"	"Spalt"	"nip"	0	0	0	0	0	0	0	0	0	0
"nipple"	"Nippel"	"bradavica"	0	0	0	0	0	0	0	0	0	0
"nix"	"nix"	"nix"	0	0	0	0	0	0	0	0	0	0
"nobility"	"Adel"	"plemstvo"	1	0	0	1	0	0	0	0	0	1
"noble"	"edel"	"plemenito"	1	0	0	0	0	0	0	0	0	1
"nobleman"	"Edelmann"	"plemič"	1	0	0	0	0	0	0	0	0	1
"nocturnal"	"nachtaktiv"	"nočni"	0	0	0	0	0	0	0	0	0	0
"nod"	"Nicken"	"Dvigni"	0	0	0	0	0	0	0	0	0	0
"nodding"	"Nicken"	"klimati"	0	0	0	0	0	0	0	0	0	0
"node"	"Knoten"	"vozlišče"	0	0	0	0	0	0	0	0	0	0
"nodular"	"knotig"	"nodularni"	0	0	0	0	0	0	0	0	0	0
"nodule"	"Knötchen"	"nodule"	0	0	0	0	0	0	0	0	0	0
"noise"	"Lärm"	"hrup"	0	1	0	0	0	0	0	0	0	0
"noisy"	"laut"	"hrupno"	0	1	1	0	0	0	0	0	0	0
"nomad"	"Nomade"	"nomad"	0	0	0	0	0	0	0	0	0	0
"nomadic"	"nomadisch"	"nomadski"	0	0	0	0	0	0	0	0	0	0
"nomenclature"	"Nomenklatur"	"nomenklatura"	0	0	0	0	0	0	0	0	0	0
"nominal"	"nominal"	"nominalno"	0	0	0	0	0	0	0	0	0	0
"nominate"	"nominieren"	"nominirati"	0	0	0	0	0	0	0	0	0	0
"nomination"	"Nominierung"	"nominacija"	1	0	0	0	0	0	0	0	0	0
"nominee"	"Kandidat"	"nominiran"	0	0	0	0	0	0	0	0	0	0
"nonce"	"Einreichung"	"nonce"	0	0	0	0	0	0	0	0	0	0
"noncompliance"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	1	1	0	1	0	1	0	0
"nondescript"	"unscheinbar"	"nenascript"	0	0	0	0	0	0	0	0	0	0
"nonexistent"	"nicht existent"	"ne obstaja"	0	0	0	0	0	0	0	0	0	0
"nonpayment"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"nonresident"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"nonsense"	"Unsinn"	"nesmisel"	0	1	0	0	0	0	0	0	0	0
"nonsensical"	"unsinnig"	"nesmiselno"	0	1	0	0	0	0	0	1	0	0
"noodle"	"Nudel"	"testenin"	0	0	0	0	0	0	0	0	0	0
"nook"	"Winkel"	"nook"	0	0	0	0	0	0	0	0	0	0
"noon"	"Mittag"	"poldne"	0	0	0	0	0	0	0	0	0	0
"noose"	"Schlinge"	"žica"	0	1	0	0	0	0	0	1	0	0
"norm"	"Norm"	"norma"	0	0	0	0	0	0	0	0	0	0
"normal"	"normal"	"normalno"	0	0	0	0	0	0	0	0	0	0
"normalcy"	"Normalität"	"normalno"	0	0	0	0	0	0	0	0	0	0
"normality"	"Normalität"	"normalnost"	1	0	0	0	0	0	0	0	0	0
"nose"	"Nase"	"nos"	0	0	0	0	1	0	0	0	0	0
"nostalgia"	"Nostalgie"	"nostalgija"	0	0	0	0	0	0	0	0	0	0
"nostril"	"Nasenloch"	"nostril"	0	0	0	0	0	0	0	0	0	0
"notable"	"bemerkenswert"	"opazen"	1	0	0	0	0	0	1	0	0	1
"notables"	"Honoratioren"	"opazne"	1	0	0	0	0	0	0	0	0	0
"notably"	"vor allem"	"predvsem"	0	0	0	0	0	0	0	0	0	0
"notary"	"Notar"	"notar"	0	0	0	0	0	0	0	0	0	1
"notation"	"Notation"	"notacija"	0	0	0	0	0	0	0	0	0	0
"notch"	"Einkerbung"	"zarezo"	0	0	0	0	0	0	0	0	0	0
"notched"	"eingekerbt"	"zrezek"	0	0	0	0	0	0	0	0	0	0
"note"	"Hinweis"	"Opomba"	0	0	0	0	0	0	0	0	0	0
"notebook"	"Notizbuch"	"prenosni računalnik"	0	0	0	0	0	0	0	0	0	0
"noted"	"NO TRANSLATION"	"NO TRANSLATION"	1	0	0	0	0	0	0	0	0	0
"noteworthy"	"bemerkenswert"	"vredno omeniti"	0	0	0	0	0	0	0	0	0	0
"nothingness"	"Nichts"	"nič"	0	1	0	0	0	0	0	1	0	0
"notice"	"beachten"	"opaziti"	0	0	0	0	0	0	0	0	0	0
"noticeable"	"bemerkbar"	"opazen"	0	0	0	0	0	0	0	0	0	0
"notification"	"Benachrichtigung"	"obvestilo"	0	0	0	1	0	0	0	0	0	0
"notify"	"benachrichtigen"	"obvestiti"	0	0	0	0	0	0	0	0	0	0
"notion"	"Begriff"	"pojma"	1	0	0	0	0	0	0	0	0	0
"notional"	"fiktiv"	"namišljen"	0	0	0	0	0	0	0	0	0	0
"notoriety"	"Bekanntheit"	"ozloglašenost"	1	1	1	0	1	1	0	0	0	0
"notwithstanding"	"trotz"	"kljub temu"	0	0	0	0	0	0	0	0	0	0
"nought"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"noun"	"Substantiv"	"samostalnik"	0	0	0	0	0	0	0	0	0	0
"nourish"	"nähren"	"hranite"	0	0	0	0	0	0	0	0	0	0
"nourishment"	"Nahrung"	"prehrana"	1	0	0	0	0	0	0	0	0	0
"nouveau"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"novelty"	"Neuheit"	"novost"	0	0	0	0	0	0	0	0	0	0
"novice"	"Anfänger"	"novice"	0	0	0	0	0	0	0	0	0	0
"nowadays"	"heutzutage"	"danes"	0	0	0	0	0	0	0	0	0	0
"noxious"	"schädlich"	"škodljiv"	0	1	0	0	1	1	0	0	0	0
"nozzle"	"Düse"	"šoba"	0	0	0	0	0	0	0	0	0	0
"nuance"	"Nuance"	"nijanse"	0	0	0	0	0	0	0	0	0	0
"nuances"	"Nuancen"	"odtenki"	0	0	0	0	0	0	0	0	0	0
"nucleus"	"Kern"	"jedro"	0	0	0	0	0	0	0	0	0	0
"nude"	"nackt"	"nude"	0	0	0	0	0	0	0	0	0	0
"nudge"	"Schubs"	"nudge"	0	0	0	0	0	0	0	0	0	0
"nudity"	"Nacktheit"	"golota"	0	0	0	0	0	0	0	0	0	0
"nugget"	"Nugget"	"Nugget"	0	0	0	0	0	0	0	0	0	0
"nuisance"	"Ärgernis"	"neprijetnost"	0	1	1	0	0	0	0	0	0	0
"nul"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	0	0	0	0	0	0	0	0
"null"	"Null"	"nič"	0	0	0	0	0	0	0	0	0	0
"nullify"	"zunichte machen"	"razveljaviti"	0	1	0	0	0	0	0	0	1	0
"numb"	"betäuben"	"Numb"	0	1	0	0	0	0	0	0	0	0
"number"	"Nummer"	"številka"	0	0	0	0	0	0	0	0	0	0
"numbering"	"Nummerierung"	"oštevilčevanje"	0	0	0	0	0	0	0	0	0	0
"numbers"	"Zahlen"	"številke"	1	0	0	0	0	0	0	0	0	0
"numbness"	"Taubheit"	"otrplost"	0	1	0	0	0	0	0	1	0	0
"numeral"	"Ziffer"	"številko"	0	0	0	0	0	0	0	0	0	0
"numerator"	"Zähler"	"števec"	0	0	0	0	0	0	0	0	0	0
"numerical"	"numerisch"	"numerično"	0	0	0	0	0	0	0	0	0	0
"numerically"	"numerisch"	"številčno"	0	0	0	0	0	0	0	0	0	0
"numerous"	"zahlreiche"	"številni"	0	0	0	0	0	0	0	0	0	0
"nun"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	0	0	0	0	0	0	0	1
"nurse"	"Krankenschwester"	"medicinska sestra"	1	0	0	0	0	0	0	0	0	1
"nursery"	"Kindergarten"	"vrtec"	1	0	0	0	0	0	1	0	0	1
"nurture"	"nähren"	"negovati"	1	0	1	1	1	1	1	0	0	1
"nutmeg"	"Muskatnuss"	"muškatni orešček"	0	0	0	0	0	0	0	0	0	0
"nutrition"	"Ernährung"	"prehrana"	0	0	0	0	0	0	0	0	0	0
"nutritious"	"nahrhaft"	"hranljiv"	1	0	0	0	0	0	0	1	0	0
"nutritive"	"nahrhaft"	"hranljivo"	0	0	0	0	0	0	0	0	0	0
"nuts"	"Nüsse"	"oreščki"	0	0	0	0	0	0	0	0	0	0
"nymph"	"Nymphe"	"nimfa"	0	0	0	0	0	0	0	0	0	0
"oaf"	"Scherz"	"oaf"	0	1	0	0	0	0	0	0	0	0
"oak"	"Eiche"	"hrast"	1	0	0	0	0	0	0	0	0	0
"oar"	"Ruder"	"veslo"	0	0	0	0	0	0	0	0	0	0
"oasis"	"Oase"	"oaza"	1	0	0	1	0	0	1	0	0	1
"oath"	"Eid"	"prisega"	1	0	0	0	0	0	0	0	0	1
"oatmeal"	"Haferflocken"	"ovsena kaša"	0	0	0	0	0	0	0	0	0	0
"obedience"	"Gehorsam"	"poslušnost"	1	0	0	0	0	0	0	0	0	1
"obedient"	"gehorsam"	"poslušen"	0	0	0	0	0	0	0	0	0	0
"obediently"	"gehorsam"	"poslušno"	0	0	0	0	0	0	0	0	0	0
"obelisk"	"Obelisk"	"obelisk"	0	0	0	0	0	0	0	0	0	0
"obese"	"fettleibig"	"debel"	0	1	0	0	1	0	0	0	0	0
"obesity"	"Fettleibigkeit"	"debelost"	0	1	0	0	1	0	0	1	0	0
"obey"	"gehorchen"	"ubogati"	0	0	0	0	0	1	0	0	0	1
"obi"	"Obi"	"obi"	0	1	0	0	1	1	0	0	0	0
"obit"	"ob"	"obit"	0	1	0	0	0	0	0	1	1	0
"obituary"	"Nachruf"	"nekrolog"	0	1	0	0	0	0	0	1	0	0
"object"	"Objekt"	"predmet"	0	0	0	0	0	0	0	0	0	0
"objection"	"Einwand"	"ugovor"	0	1	1	0	0	0	0	0	0	0
"objectionable"	"anstößig"	"sporno"	0	1	0	0	0	0	0	0	0	0
"objective"	"Zielsetzung"	"cilj"	1	0	0	1	0	0	0	0	0	1
"obligation"	"Verpflichtung"	"obveznost"	0	0	0	0	0	0	0	0	0	0
"obligatory"	"obligatorisch"	"obvezno"	0	0	0	0	0	0	0	0	0	0
"oblige"	"verpflichten"	"obvezuj"	0	1	0	0	0	0	0	0	0	1
"obliged"	"verpflichtet"	"obvezno"	0	0	0	0	0	0	0	0	0	0
"obliging"	"verbindlich"	"obvezujoče"	1	0	1	1	1	1	1	0	1	1
"obligor"	"Schuldner"	"dolžnik"	0	1	0	0	0	1	0	0	0	0
"oblique"	"schräg"	"poševno"	0	0	0	0	0	0	0	0	0	0
"obliterate"	"auslöschen"	"izbrisati"	0	1	1	0	0	1	0	1	0	0
"obliterated"	"ausgelöscht"	"izbrisane"	0	1	1	0	0	1	0	0	0	0
"obliteration"	"Auslöschung"	"obliteration"	0	1	0	0	0	1	0	1	0	0
"oblivion"	"Vergessenheit"	"pozabo"	0	1	1	0	0	1	0	0	0	0
"oblivious"	"nicht bewusst"	"brez pomislekov"	0	0	0	0	0	0	0	0	0	0
"oblong"	"länglich"	"podolgovate"	0	0	0	0	0	0	0	0	0	0
"obnoxious"	"widerlich"	"neumnost"	0	1	1	0	1	0	0	1	0	0
"oboe"	"Oboe"	"oboo"	0	0	0	0	0	0	0	0	0	0
"obscene"	"obszön"	"nespodobno"	0	1	0	0	1	0	0	0	0	0
"obscenity"	"Obszönität"	"obscenost"	0	1	1	0	1	0	0	0	0	0
"obscure"	"obskur"	"nejasna"	0	0	0	0	0	0	0	0	0	0
"obscured"	"verdeckt"	"zakrit"	0	0	0	0	0	0	0	0	0	0
"obscurity"	"Dunkelheit"	"nejasnost"	0	1	0	0	0	0	0	0	0	0
"observance"	"Beachtung"	"spoštovanje"	0	0	0	0	0	0	0	0	0	0
"observant"	"aufmerksam"	"opazovalec"	1	0	0	0	0	0	0	0	0	0
"observation"	"Überwachung"	"opazovanje"	0	0	0	0	0	0	0	0	0	0
"observatory"	"Observatorium"	"observatorij"	0	0	0	0	0	0	0	0	0	0
"observe"	"beobachten"	"opazuj"	0	0	0	0	0	0	0	0	0	0
"observer"	"Beobachter"	"opazovalec"	0	0	0	0	0	0	0	0	0	0
"observing"	"beobachtend"	"opazovanje"	0	0	0	0	0	0	0	0	0	0
"obsession"	"Obsession"	"obsedenost"	0	0	0	0	0	0	0	0	0	0
"obsolescence"	"Veralten"	"zastarelost"	0	0	0	0	0	0	0	0	0	0
"obstacle"	"Hindernis"	"ovira"	0	1	1	0	0	1	0	1	0	0
"obstetrician"	"Geburtshelfer"	"porodničar"	0	0	0	0	0	0	0	0	0	1
"obstetrics"	"Geburtshilfe"	"porodništvo"	0	0	0	0	0	0	0	0	0	0
"obstinate"	"hartnäckig"	"trdovraten"	0	1	0	0	0	0	0	0	0	0
"obstruct"	"behindern"	"oviranje"	0	1	1	0	0	1	0	0	0	0
"obstruction"	"Obstruktion"	"obstrukcija"	0	1	0	0	0	0	0	0	0	0
"obstructive"	"hinderlich"	"obstruktivna"	0	1	1	0	0	0	0	0	0	0
"obtain"	"erhalten"	"pridobiti"	0	0	0	0	0	0	0	0	0	0
"obtainable"	"erhältlich"	"pridobiti"	1	0	0	0	0	0	1	0	0	0
"obtuse"	"stumpf"	"Tupi"	0	1	0	0	0	0	0	0	0	0
"obverse"	"Vorderseite"	"spredaj"	0	0	0	0	0	0	0	0	0	0
"obvious"	"offensichtlich"	"očitno"	1	0	0	0	0	0	0	0	0	1
"ocarina"	"Okarina"	"ocarina"	0	0	0	0	0	0	0	0	0	0
"occasion"	"Gelegenheit"	"priložnost"	0	0	0	0	0	0	0	0	0	0
"occasional"	"gelegentlich"	"občasno"	0	0	0	0	0	0	0	0	1	0
"occasionally"	"gelegentlich"	"občasno"	0	0	0	0	0	0	0	0	0	0
"occlusion"	"Okklusion"	"okluzija"	0	0	0	0	0	0	0	0	0	0
"occult"	"Okkulte"	"okultno"	0	1	0	0	1	1	0	0	0	0
"occupancy"	"Belegung"	"zasedenost"	0	0	0	0	0	0	0	0	0	0
"occupant"	"Bewohner"	"prebivalec"	1	0	0	0	0	0	0	0	0	1
"occupation"	"Besetzung"	"poklic"	1	0	0	0	0	0	0	0	0	0
"occupied"	"belegt"	"zasedena"	0	0	0	0	0	0	0	0	0	0
"occupier"	"Besatzer"	"okupator"	0	0	0	0	0	0	0	0	0	0
"occupy"	"besetzen"	"zasedajo"	1	0	0	0	0	0	0	0	0	0
"occupying"	"besetzen"	"zasedajo"	0	0	0	0	0	0	0	0	0	0
"occur"	"auftreten"	"pojavijo"	0	0	0	0	0	0	0	0	0	0
"occurrence"	"Auftreten"	"pojav"	0	0	0	0	0	0	0	0	0	0
"ocean"	"Ozean"	"ocean"	0	0	0	0	0	0	0	0	0	0
"oceanic"	"ozeanisch"	"oceansko"	0	0	0	0	0	0	0	0	0	0
"octagon"	"Achteck"	"oktagon"	0	0	0	0	0	0	0	0	0	0
"octave"	"Oktave"	"oktava"	0	0	0	0	0	0	0	0	0	0
"octopus"	"Tintenfisch"	"hobotnica"	0	0	0	0	1	0	0	0	0	0
"ocular"	"Okular"	"okular"	0	0	0	0	0	0	0	0	0	0
"oddity"	"Kuriosität"	"čudnost"	0	1	0	0	1	0	0	1	1	0
"odds"	"Chancen"	"kvote"	0	0	0	0	0	0	0	0	0	0
"ode"	"Ode"	"ode"	0	0	0	0	0	0	0	0	0	0
"odious"	"abscheulich"	"Odporen"	0	1	1	0	1	1	0	0	0	0
"odometer"	"Kilometerzähler"	"odometer"	0	0	0	0	0	0	0	0	0	0
"odor"	"Geruch"	"neprijeten vonj"	0	1	0	0	0	0	0	0	0	0
"oestrogen"	"Östrogen"	"estrogen"	0	0	0	0	0	0	0	0	0	0
"oeuvre"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"offal"	"Innereien"	"drobovina"	0	0	0	0	0	0	0	0	0	0
"offend"	"beleidigen"	"užaljen"	0	1	1	0	1	0	0	0	0	0
"offended"	"beleidigt"	"užaljen"	0	1	1	0	0	0	0	1	0	0
"offender"	"Täter"	"storilec"	0	1	1	0	1	1	0	1	0	0
"offense"	"Delikt"	"prekršek"	0	1	1	0	1	1	0	1	0	0
"offensive"	"beleidigend"	"žaljivo"	0	1	1	0	1	0	0	0	0	0
"offer"	"Angebot"	"ponudbe"	1	0	0	0	0	0	0	0	0	0
"offered"	"angeboten"	"ponujen"	0	0	0	0	0	0	0	0	0	0
"offering"	"Angebot"	"ponudba"	0	0	0	0	0	0	0	0	0	1
"offhand"	"beiläufig"	"z roko"	0	1	0	0	0	0	0	0	0	0
"office"	"Büro"	"urad"	0	0	0	0	0	0	0	0	0	0
"officer"	"Offizier"	"častnik"	1	0	0	0	0	0	0	0	0	1
"offices"	"Büros"	"uradi"	0	0	0	0	0	0	0	0	0	0
"official"	"offiziell"	"uradni"	0	0	0	0	0	0	0	0	0	1
"officiate"	"amtieren"	"uradno"	0	0	0	0	0	0	0	0	0	0
"offing"	"abziehend"	"offing"	0	1	0	0	0	0	0	0	0	0
"offload"	"ausladen"	"offload"	0	0	0	0	0	0	0	0	0	0
"offset"	"Offset"	"offset"	1	0	0	1	0	0	0	0	0	0
"offshoot"	"Ableger"	"offshoot"	1	0	0	0	0	0	0	0	0	0
"offside"	"abseits"	"offside"	0	0	0	0	0	0	0	0	0	0
"oft"	"oft"	"oft"	0	0	0	0	0	0	0	0	0	0
"oftentimes"	"oft"	"pogosto"	0	0	0	0	0	0	0	0	0	0
"ogre"	"Oger"	"ogre"	0	1	0	0	1	1	0	0	0	0
"oil"	"Öl"	"olje"	0	0	0	0	0	0	0	0	0	0
"oils"	"Öle"	"olja"	0	0	0	0	0	0	0	0	0	0
"ointment"	"Salbe"	"mazilo"	0	0	0	0	0	0	0	0	0	0
"older"	"älter"	"starejši"	0	0	0	0	0	0	0	1	0	0
"olfactory"	"olfaktorisch"	"vonj"	0	1	0	1	0	0	0	0	0	0
"oligarchy"	"Oligarchie"	"oligarhija"	0	1	0	0	0	0	0	0	0	0
"olive"	"Olive"	"oljka"	0	0	0	0	0	0	0	0	0	0
"omega"	"Omega"	"omega"	0	0	0	0	0	0	0	0	0	0
"omelet"	"Omelett"	"omlet"	0	0	0	0	0	0	0	0	0	0
"omen"	"Omen"	"znamenje"	0	1	0	1	0	1	0	0	0	0
"ominous"	"ominös"	"Zlobno"	0	1	0	1	0	1	0	0	0	0
"omission"	"Unterlassung"	"opustitev"	0	0	0	0	0	0	0	0	0	0
"omit"	"auslassen"	"izpustite"	0	1	0	0	0	0	0	0	0	0
"omitted"	"ausgelassen"	"izpuščen"	0	0	0	0	0	0	0	0	0	0
"omnibus"	"Omnibus"	"omnibus"	0	0	0	0	0	0	0	0	0	0
"omnipotence"	"Allmacht"	"vsemogočnost"	1	1	0	0	0	1	0	0	0	0
"omnipotent"	"allmächtig"	"vsemogočno"	0	0	0	0	0	0	0	0	0	0
"omnipresent"	"allgegenwärtig"	"vsesplošno"	0	0	0	0	0	0	0	0	0	0
"omniscient"	"allwissend"	"vsepovsod"	1	0	0	0	0	0	0	0	0	1
"oncologist"	"Onkologe"	"onkolog"	0	0	0	0	0	0	0	0	0	0
"oneness"	"Einheit"	"enost"	0	0	0	0	0	0	0	0	0	0
"onerous"	"belastend"	"zahtevno"	0	1	1	0	0	0	0	1	0	0
"oneself"	"man selbst"	"sam"	0	0	0	0	0	0	0	0	0	0
"ongoing"	"laufend"	"stalno"	0	0	0	1	0	0	0	0	0	0
"onion"	"Zwiebel"	"čebulo"	0	0	0	0	0	0	0	0	0	0
"onset"	"Beginn"	"začetek"	0	0	0	1	0	0	0	0	0	0
"onslaught"	"Ansturm"	"Jurij"	0	0	0	0	0	0	0	0	0	0
"ontology"	"Ontologie"	"ontologija"	0	0	0	0	0	0	0	0	0	0
"onus"	"Last"	"onus"	0	1	0	0	0	0	0	0	0	0
"onward"	"weiter"	"naprej"	0	0	0	0	0	0	0	0	0	0
"onyx"	"Onyx"	"oniks"	0	0	0	0	0	0	0	0	0	0
"ooze"	"Schlamm"	"izcedek"	0	1	0	0	1	0	0	0	0	0
"oozing"	"Nässen"	"utripa"	0	0	0	0	0	0	0	0	0	0
"opacity"	"Opazität"	"motnost"	0	0	0	0	0	0	0	0	0	0
"opal"	"Opal"	"opal"	0	0	0	0	0	0	0	0	0	0
"opaque"	"undurchsichtig"	"neprozorno"	0	1	0	0	0	0	0	0	0	0
"ope"	"ope"	"Ope"	0	0	0	0	0	0	0	0	0	0
"open"	"öffnen"	"odprto"	0	0	0	0	0	0	0	0	0	0
"opener"	"Öffner"	"odpirač"	0	0	0	0	0	0	0	0	0	0
"opening"	"Öffnung"	"odprtje"	0	0	0	0	0	0	0	0	0	0
"openly"	"offen"	"odprto"	0	0	0	0	0	0	0	0	0	0
"openness"	"Offenheit"	"odprtost"	1	0	0	0	0	0	0	0	0	0
"opera"	"Oper"	"opera"	1	0	1	1	0	1	1	1	1	1
"operatic"	"Opern"	"operat"	0	1	0	0	0	0	0	0	0	0
"operation"	"Betrieb"	"delovanje"	0	0	0	0	0	1	0	0	0	1
"operations"	"Operationen"	"operacije"	0	0	0	0	0	0	0	0	0	0
"operative"	"operative"	"operativni"	0	0	0	0	0	0	0	0	0	0
"operator"	"Operator"	"operaterja"	0	0	0	0	0	0	0	0	0	0
"ophthalmic"	"Augenheilkunde"	"oftalmološki"	0	0	0	0	0	0	0	0	0	0
"ophthalmologist"	"Augenarzt"	"oftalmolog"	0	0	0	0	0	0	0	0	0	0
"opiate"	"Opiate"	"opiat"	0	1	0	0	0	0	0	0	0	0
"opinion"	"Meinung"	"mnenje"	0	0	0	0	0	0	0	0	0	0
"opinionated"	"rechthaberisch"	"mnenje"	0	1	1	0	0	0	0	0	0	0
"opium"	"Opium"	"opij"	0	1	1	0	1	1	0	1	0	0
"opponent"	"Gegner"	"nasprotnik"	0	1	1	1	1	1	0	0	0	0
"opportune"	"opportun"	"primeren"	1	0	0	0	0	0	1	0	0	0
"opportunism"	"Opportunismus"	"oportunizma"	0	0	0	0	0	0	0	0	0	0
"opportunity"	"Gelegenheit"	"priložnost"	1	0	0	1	0	0	0	0	0	0
"oppose"	"ablehnen"	"nasprotujejo"	0	1	0	0	0	0	0	0	0	0
"opposed"	"entgegengesetzt"	"nasprotuje"	0	1	1	0	0	1	0	0	0	0
"opposing"	"gegensätzlich"	"nasprotuje"	0	0	0	0	0	0	0	0	0	0
"opposite"	"Gegenteil"	"nasprotno"	0	0	0	0	0	0	0	0	0	0
"opposites"	"Gegensätze"	"nasprotja"	0	0	0	0	0	0	0	0	0	0
"opposition"	"Opposition"	"opozicija"	0	1	1	0	0	0	0	0	0	0
"oppress"	"unterdrücken"	"zatirati"	0	1	1	0	1	1	0	1	0	0
"oppression"	"Unterdrückung"	"zatiranje"	0	1	1	0	1	1	0	1	0	0
"oppressive"	"drückend"	"zatiranje"	0	1	1	0	1	1	0	1	0	0
"oppressor"	"Unterdrücker"	"zatiralec"	0	1	1	0	0	1	0	1	0	0
"optic"	"Optik"	"Optika"	0	0	0	0	0	0	0	0	0	0
"optical"	"optisch"	"optični"	0	0	0	0	0	0	0	0	0	0
"optics"	"Optik"	"optike"	0	0	0	0	0	0	0	0	0	0
"optimism"	"Optimismus"	"optimizem"	1	0	0	1	0	0	1	0	1	1
"optimist"	"Optimist"	"optimist"	1	0	0	0	0	0	0	0	0	1
"option"	"Möglichkeit"	"možnost"	1	0	0	0	0	0	0	0	0	0
"optional"	"wahlweise"	"neobvezno"	1	0	0	0	0	0	0	0	0	0
"optionally"	"optional"	"po izbiri"	0	0	0	0	0	0	0	0	0	0
"options"	"Optionen"	"opcije"	0	0	0	0	0	0	0	0	0	0
"optometrist"	"Optiker"	"optometrist"	0	0	0	0	0	0	0	0	0	0
"opulence"	"Opulenz"	"razkošje"	0	0	0	0	0	0	0	0	0	0
"opulent"	"opulent"	"bogat"	0	0	0	0	0	0	0	0	0	0
"opus"	"Opus"	"opus"	0	0	0	0	0	0	0	0	0	0
"oracle"	"Orakel"	"prerok"	1	0	0	1	0	0	0	0	0	1
"oral"	"Oral"	"ustno"	0	0	0	0	0	0	0	0	0	0
"orange"	"Orange"	"oranžna"	0	0	0	0	0	0	0	0	0	0
"oration"	"Rede"	"oration"	1	0	0	0	0	0	0	0	0	0
"orator"	"Redner"	"orator"	0	0	0	0	0	0	0	0	0	0
"oratory"	"Oratorium"	"oratory"	0	0	0	0	0	0	0	0	0	0
"orb"	"Kugel"	"orb"	0	0	0	0	0	0	0	0	0	0
"orbit"	"Orbit"	"orbita"	0	0	0	0	0	0	0	0	0	0
"orbiting"	"umkreisen"	"krožijo"	0	0	0	0	0	0	0	0	0	0
"orbs"	"Kugeln"	"orbs"	0	0	0	0	0	0	0	0	0	0
"orc"	"Ork"	"orc"	0	1	1	0	1	1	0	0	0	0
"orchard"	"Obstgarten"	"sadovnjak"	0	0	0	0	0	0	0	0	0	0
"orchestra"	"Orchester"	"orkester"	1	0	1	0	0	0	1	1	0	1
"ordained"	"ordiniert"	"posvečeno"	1	0	0	0	0	0	0	0	0	1
"ordeal"	"Tortur"	"preizkušnja"	0	1	1	0	0	0	0	0	1	0
"order"	"Auftrag"	"red"	0	0	0	0	0	0	0	0	0	0
"orderly"	"ordentlich"	"urejeno"	1	0	0	0	0	0	0	0	0	0
"ordinance"	"Verordnung"	"uredba"	0	0	0	0	0	0	0	0	0	1
"ordinary"	"gewöhnliche"	"vsakdanji"	0	0	0	0	0	0	0	0	0	0
"ordination"	"Ordination"	"koordinacija"	1	0	0	1	0	0	1	0	0	1
"ordnance"	"Artillerie"	"uničenje"	0	1	0	0	0	1	0	0	0	0
"ore"	"Erz"	"rude"	0	0	0	0	0	0	0	0	0	0
"oregano"	"Oregano"	"origano"	0	0	0	0	0	0	0	0	0	0
"organ"	"Organ"	"organ"	0	0	0	1	0	0	1	0	0	0
"organic"	"organisch"	"ekološko"	1	0	0	0	0	0	0	0	0	0
"organism"	"Organismus"	"organizem"	0	0	0	0	0	0	0	0	0	0
"organist"	"Organist"	"organist"	0	0	0	0	0	0	0	0	0	0
"organization"	"Organisation"	"organizacija"	1	0	0	1	0	0	1	0	1	1
"organize"	"organisieren"	"organizirati"	1	0	0	0	0	0	0	0	0	0
"organized"	"organisiert"	"organizirano"	1	0	0	0	0	0	0	0	0	0
"orgasm"	"Orgasmus"	"orgazem"	1	0	0	1	0	0	1	0	0	0
"orgies"	"Orgien"	"orgije"	0	0	0	0	0	0	0	0	0	0
"orient"	"Orient"	"orient"	0	0	0	0	0	0	0	0	0	0
"oriental"	"orientalisch"	"orientalski"	0	0	0	0	0	0	0	0	0	0
"orientation"	"Orientierung"	"usmeritev"	0	0	0	0	0	0	0	0	0	0
"orifice"	"Öffnung"	"odprtina"	0	0	0	0	0	0	0	0	0	0
"origin"	"Ursprung"	"porekla"	0	0	0	0	0	0	0	0	0	0
"originality"	"Originalität"	"izvirnost"	1	0	0	0	0	0	0	0	1	0
"originate"	"entstehen"	"izvirajo"	0	0	0	0	0	0	0	0	0	0
"origination"	"Entstehung"	"izvor"	0	0	0	0	0	0	0	0	0	0
"originator"	"Urheber"	"originator"	0	0	0	0	0	0	0	0	0	0
"ornament"	"Ornament"	"ornament"	0	0	0	0	0	0	0	0	0	0
